02GPa/log.coord:2-fold coordinated: 52.26 %
05GPa/log.coord:2-fold coordinated: 37.92 %
10GPa/log.coord:2-fold coordinated: 26.98 %
15GPa/log.coord:2-fold coordinated: 21.50 %
20GPa/log.coord:2-fold coordinated: 17.56 %
25GPa/log.coord:2-fold coordinated: 14.71 %
30GPa/log.coord:2-fold coordinated: 12.44 %
