02GPa/log.coord:3-fold coordinated: 41.60 %
05GPa/log.coord:3-fold coordinated: 54.16 %
10GPa/log.coord:3-fold coordinated: 61.49 %
15GPa/log.coord:3-fold coordinated: 63.15 %
20GPa/log.coord:3-fold coordinated: 63.09 %
25GPa/log.coord:3-fold coordinated: 61.72 %
30GPa/log.coord:3-fold coordinated: 59.80 %
