02GPa/log.coord:4-fold coordinated: 2.63 %
05GPa/log.coord:4-fold coordinated: 5.42 %
10GPa/log.coord:4-fold coordinated: 9.83 %
15GPa/log.coord:4-fold coordinated: 13.92 %
20GPa/log.coord:4-fold coordinated: 18.05 %
25GPa/log.coord:4-fold coordinated: 22.31 %
30GPa/log.coord:4-fold coordinated: 26.50 %
