02GPa/log.coord:3-fold coordinated: 61.45 %
05GPa/log.coord:3-fold coordinated: 64.59 %
10GPa/log.coord:3-fold coordinated: 64.47 %
15GPa/log.coord:3-fold coordinated: 62.69 %
20GPa/log.coord:3-fold coordinated: 60.22 %
25GPa/log.coord:3-fold coordinated: 57.45 %
30GPa/log.coord:3-fold coordinated: 54.34 %
