02GPa/log.coord:2-fold coordinated: 28.88 %
05GPa/log.coord:2-fold coordinated: 21.92 %
10GPa/log.coord:2-fold coordinated: 16.60 %
15GPa/log.coord:2-fold coordinated: 13.12 %
20GPa/log.coord:2-fold coordinated: 10.86 %
25GPa/log.coord:2-fold coordinated: 8.95 %
30GPa/log.coord:2-fold coordinated: 7.45 %
